set_id,set_name_x,release_year,num_parts,num_figs,retail_price,num_unique_figs,set_rating,retire_price,pop_price,retire_month,category,return
70607,NINJAGO City Chase,2017,233,5,48.3,3,4.4,21.515,40.32,18-Aug,Ninjago > Ninjago The Movie,0.83478
70608,Master Falls,2017,312,4,80.52,0,4.8,27.545,61.45,18-Nov,Ninjago > Ninjago The Movie,0.76316
70610,Flying Jelly Sub,2017,341,4,80.52,3,4.7,25.68,48.32,19-Jan,Ninjago > Ninjago The Movie,0.6001
70611,Water Strider,2017,494,4,128.85,1,4.8,36.245,63.08,18-Dec,Ninjago > Ninjago The Movie,0.48956
70613,Garma Mecha Man,2017,747,4,193.29,1,4.9,55.845,108.41,19-Feb,Ninjago > Ninjago The Movie,0.56087
70614,Lightning Jet,2017,876,3,193.29,4,4.8,69.695,113.26,18-Nov,Ninjago > Ninjago The Movie,0.58596
70615,Fire Mech,2017,944,6,193.29,5,4.8,62.595,121.76,18-Dec,Ninjago > Ninjago The Movie,0.62993
70616,Ice Tank,2017,914,5,257.73,3,4.9,84.105,231.36,19-Mar,Ninjago > Ninjago The Movie,0.89768
70618,Destiny's Bounty,2017,2296,7,354.39,1,4.9,162.515,370.78,19-Sep,Ninjago > Ninjago The Movie,1.04625
70620,NINJAGO City,2017,4873,19,837.69,16,5.0,256.805,883.73,19-Nov,Ninjago > Ninjago The Movie,1.05496
70622,Desert Lightning,2017,201,3,48.3,2,4.7,17.095,53.37,17-Nov,Ninjago,1.10497
70623,Destiny's Shadow,2017,361,3,80.52,2,4.7,36.7,63.14,17-Nov,Ninjago,0.78415
70624,Vermillion Invader,2017,313,3,80.52,0,4.7,29.06,49.49,17-Nov,Ninjago,0.61463
70626,Dawn of Iron Doom,2017,704,6,193.29,5,4.8,53.69,122.27,17-Nov,Ninjago,0.63257
70629,Piranha Attack,2017,217,4,48.3,1,4.8,18.925,37.77,18-Dec,Ninjago > Ninjago The Movie,0.78199
70632,Quake Mech,2017,1202,5,257.73,3,4.9,74.305,175.72,19-Feb,Ninjago > Ninjago The Movie,0.6818
70656,"garmadon, Garmadon, GARMADON!                                    ",2017,830,6,257.73,3,4.8,79.815,173.13,19-Jan,Ninjago > Ninjago The Movie,0.67175
70900,The Joker Balloon Escape,2017,124,2,38.63,1,4.3,13.54,22.37,19-Jan,Super Heroes DC > Batman > The LEGO Batman Movie,0.57908
70901,Mr. Freeze Ice Attack,2017,201,3,64.4,2,4.8,17.985,34.6,19-Jan,Super Heroes DC > Batman > The LEGO Batman Movie,0.53727
70902,Catwoman Catcycle Chase,2017,139,3,64.4,0,4.2,22.185,33.37,18-Mar,Super Heroes DC > Batman > The LEGO Batman Movie,0.51817
70903,The Riddler Riddle Racer,2017,254,5,96.62,4,4.2,26.725,50.83,18-Aug,Super Heroes DC > Batman > The LEGO Batman Movie,0.52608
70904,Clayface Splat Attack,2017,448,2,96.62,1,4.2,30.925,54.27,18-Mar,Super Heroes DC > Batman > The LEGO Batman Movie,0.56168
70905,The Batmobile,2017,581,5,177.18,1,4.6,51.82,104.15,18-Dec,Super Heroes DC > Batman > The LEGO Batman Movie,0.58782
70906,The Joker Notorious Lowrider,2017,433,3,177.18,1,4.5,54.74,89.9,18-Aug,Super Heroes DC > Batman > The LEGO Batman Movie,0.50739
70907,Killer Croc Tail-Gator,2017,460,4,209.4,3,4.4,73.715,117.23,18-Mar,Super Heroes DC > Batman > The LEGO Batman Movie,0.55984
70908,The Scuttler,2017,775,6,273.85,5,4.2,78.585,131.76,18-Mar,Super Heroes DC > Batman > The LEGO Batman Movie,0.48114
70910,Scarecrow Special Delivery,2017,203,3,64.4,2,4.5,20.96,33.13,18-Aug,Super Heroes DC > Batman > The LEGO Batman Movie,0.51444
70911,The Penguin Arctic Roller,2017,305,2,96.62,1,4.8,28.1,54.37,18-Nov,Super Heroes DC > Batman > The LEGO Batman Movie,0.56272
70914,Bane Toxic Truck Attack,2017,366,3,161.07,2,4.7,48.02,89.57,18-Aug,Super Heroes DC > Batman > The LEGO Batman Movie,0.55609
70915,Two-Face Double Demolition,2017,564,4,161.07,3,4.5,50.985,84.69,18-Mar,Super Heroes DC > Batman > The LEGO Batman Movie,0.5258
70916,The Batwing,2017,1053,3,322.17,1,4.4,89.095,169.67,18-Aug,Super Heroes DC > Batman > The LEGO Batman Movie,0.52665
70922,The Joker Manor,2017,3445,10,805.47,7,4.9,246.88,536.74,18-Dec,Super Heroes DC > Batman > The LEGO Batman Movie,0.66637
75144,Snowspeeder,2017,1703,2,547.71,2,4.7,160.93,340.05,19-Jan,Star Wars > Ultimate Collector Series,0.62086
75164,Rebel Trooper Battle Pack,2017,119,4,38.63,4,4.7,12.7,26.53,17-Dec,Star Wars,0.68677
75165,Imperial Trooper Battle Pack,2017,111,4,38.63,0,4.7,12.7,37.5,17-Dec,Star Wars,0.97075
75168,Yoda's Jedi Starfighter,2017,262,2,64.4,0,4.7,22.14,37.87,18-Apr,Star Wars,0.58804
75169,Duel on Naboo,2017,208,3,64.4,2,4.7,21.61,39.01,18-Apr,Star Wars,0.60575
75170,The Phantom,2017,269,3,128.85,2,4.8,34.215,62.69,17-Dec,Star Wars,0.48653
75171,Battle on Scarif,2017,419,4,177.18,3,4.8,50.825,90.86,17-Nov,Star Wars,0.51281
75172,Y-Wing Starfighter,2017,691,5,209.4,3,4.8,61.81,113.77,18-Apr,Star Wars,0.54331
75173,Luke's Landspeeder,2017,149,4,64.4,0,4.6,21.365,38.22,18-Apr,Star Wars,0.59348
75174,Desert Skiff Escape,2017,284,4,96.62,2,4.7,29.91,57.24,18-Apr,Star Wars,0.59242
75177,First Order Heavy Scout Walker,2017,554,4,161.07,2,4.3,50.95,83.75,19-Apr,Star Wars,0.51996
75178,Jakku Quadjumper,2017,457,5,177.18,1,4.8,48.81,94.18,19-Jan,Star Wars,0.53155
75180,Rathtar Escape,2017,836,5,273.85,1,4.5,78.13,137.13,19-Apr,Star Wars,0.50075
75182,Republic Fighter Tank,2017,305,4,64.4,2,4.7,22.51,50.49,18-Dec,Star Wars,0.78401
75183,Darth Vader Transformation,2017,290,6,64.4,4,4.7,20.675,48.54,18-Apr,Star Wars,0.75373
75185,Tracker I,2017,557,4,209.4,2,4.5,61.965,109.78,18-Dec,Star Wars,0.52426
75187,BB-8,2017,1106,1,273.85,0,4.8,90.31,200.36,20-Jan,Star Wars,0.73164
75188,Resistance Bomber,2017,780,6,322.17,0,4.8,102.52,174.43,19-Mar,Star Wars,0.54142
75190,First Order Star Destroyer,2017,1416,8,418.83,4,4.8,130.725,371.69,19-Oct,Star Wars,0.88745
75523,Scarif Stormtrooper,2017,89,0,64.4,0,4.4,32.245,39.8,18-Mar,Star Wars,0.61801
75525,Baze Malbus,2017,148,0,64.4,0,4.3,21.29,37.83,18-Apr,Star Wars,0.58742
75526,Elite TIE Fighter Pilot,2017,94,0,64.4,0,4.8,18.58,37.38,19-Apr,Star Wars,0.58043
75529,Elite Praetorian Guard,2017,92,0,64.4,0,4.8,30.73,37.14,18-Aug,Star Wars,0.57671
75530,Chewbacca,2017,179,0,80.52,0,4.6,27.32,64.07,18-Nov,Star Wars,0.7957
75531,Stormtrooper Commander,2017,100,0,64.4,0,4.7,19.775,40.54,18-May,Star Wars,0.6295
75532,Scout Trooper & Speeder Bike,2017,452,0,161.07,0,4.7,48.235,104.64,18-Nov,Star Wars,0.64966
75878,Bugatti Chiron,2017,188,1,41.86,1,4.9,13.725,47.12,18-Apr,Speed Champions,1.12566
75879,Scuderia Ferrari SF16-H,2017,184,1,41.86,1,4.9,18.545,38.59,19-Jan,Speed Champions,0.92188
75880,McLaren 720S,2017,168,1,41.86,1,4.8,19.165,44.04,18-Dec,Speed Champions,1.05208
75881,2016 Ford GT & 1966 Ford GT40,2017,373,3,96.62,3,4.8,34.44,97.67,18-Nov,Speed Champions,1.01087
75883,MERCEDES AMG PETRONAS Formula One Team,2017,963,8,273.85,7,4.7,89.57,175.1,18-Dec,Speed Champions,0.6394
76075,Wonder Woman Warrior Battle,2017,286,2,96.62,2,4.8,30.635,57.75,18-Mar,Super Heroes DC,0.5977
76076,Captain America Jet Pursuit,2017,161,3,64.4,3,4.7,18.225,64.38,18-Aug,Super Heroes Marvel > Avengers,0.99969
76079,Ravager Attack,2017,198,3,64.4,2,4.7,19.55,39.44,18-Mar,Super Heroes Marvel > Guardians of the Galaxy,0.61242
76081,The Milano vs. The Abilisk,2017,462,5,144.96,5,4.7,49.925,80.71,18-Jan,Super Heroes Marvel > Guardians of the Galaxy,0.55677
76083,Beware the Vulture,2017,376,4,144.96,3,4.2,39.89,75.88,18-Dec,Super Heroes Marvel > Spider-Man,0.52345
76084,The Ultimate Battle for Asgard,2017,401,6,161.07,4,4.3,59.935,91.65,18-Aug,Super Heroes Marvel,0.56901
76085,Battle of Atlantis,2017,198,4,64.4,3,4.2,18.275,32.99,19-Jan,Super Heroes DC > Justice League,0.51227
76086,Knightcrawler Tunnel Attack,2017,623,4,177.18,2,4.5,56.53,84.42,18-Sep,Super Heroes DC > Justice League,0.47646
76087,Flying Fox: Batmobile Airlift Attack,2017,956,6,322.17,2,4.6,97.065,179.25,19-Jan,Super Heroes DC > Justice League,0.55638
76088,Thor vs. Hulk: Arena Clash,2017,493,5,177.18,5,4.5,56.165,112.48,18-Aug,Super Heroes Marvel,0.63483
853650,Movie Maker Set,2017,152,1,51.52,0,4.5,21.47,43.59,18-Feb,Super Heroes DC > Batman > The LEGO Batman Movie,0.84608
10253,Big Ben,2016,4167,0,547.71,0,4.6,205.97,398.74,18-Nov,Creator > Creator Expert,0.72801
10702,Creative Building Set,2016,583,0,64.4,0,4.6,26.115,77.66,17-Nov,Classic,1.2059
21026,Venice,2016,212,0,80.52,0,4.9,31.41,63.9,17-Nov,Architecture > Skylines,0.79359
21027,Berlin,2016,289,0,80.52,0,5.0,25.28,74.71,17-Nov,Architecture > Skylines,0.92784
21029,Buckingham Palace,2016,780,0,128.85,0,4.8,47.055,92.1,18-Nov,Architecture,0.71478
21030,United States Capitol Building,2016,1032,0,273.85,0,4.8,89.325,210.45,19-Nov,Architecture,0.76849
21031,Burj Khalifa,2016,333,0,128.85,0,4.8,41.48,98.48,17-Dec,Architecture,0.7643
21123,The Iron Golem,2016,208,2,64.4,0,4.8,19.475,40.03,18-Dec,Minecraft,0.62158
21124,The End Portal,2016,559,3,161.07,1,4.8,55.985,134.81,17-Dec,Minecraft,0.83697
21125,The Jungle Tree House,2016,707,4,241.62,1,4.8,71.26,156.87,17-Nov,Minecraft,0.64924
21127,The Fortress,2016,984,0,289.95,0,4.8,116.55,273.77,17-Dec,Minecraft,0.9442
21128,The Village,2016,1600,9,547.71,4,4.8,215.085,549.67,17-Dec,Minecraft,1.00358
21305,Maze,2016,769,0,193.29,0,4.8,58.955,155.78,16-Nov,LEGO Ideas and CUUSOO,0.80594
21306,The Beatles Yellow Submarine,2016,553,5,161.07,5,5.0,65.395,112.35,17-Dec,LEGO Ideas and CUUSOO,0.69752
21308,Adventure Time,2016,496,0,144.96,0,4.5,42.06,74.39,19-Jan,LEGO Ideas and CUUSOO,0.51318
31044,Park Animals,2016,202,0,41.86,0,4.7,13.615,29.64,16-Nov,Creator > Creator 3-in-1,0.70807
31045,Ocean Explorer,2016,213,0,41.86,0,4.7,14.54,43.22,18-Jan,Creator > Creator 3-in-1,1.03249
31046,Fast Car,2016,222,0,57.96,0,4.6,20.085,36.28,17-Nov,Creator > Creator 3-in-1,0.62595
31047,Propeller Plane,2016,230,0,57.96,0,4.5,24.18,43.96,17-Dec,Creator > Creator 3-in-1,0.75845
31048,Lakeside Lodge,2016,370,1,64.4,1,4.4,37.61,64.93,17-Nov,Creator > Creator 3-in-1,1.00823
31049,Twin Spin Helicopter,2016,326,0,64.4,0,4.6,27.41,64.88,18-Mar,Creator > Creator 3-in-1,1.00745
31050,Corner Deli,2016,467,2,90.18,2,4.4,32.145,95.59,17-Nov,Creator > Creator 3-in-1,1.05999
31053,Treehouse Adventures,2016,387,0,80.52,0,4.3,32.59,54.4,17-Nov,Creator > Creator 3-in-1,0.67561
31059,Sunset Street Bike,2016,194,0,57.96,0,4.6,21.525,34.55,17-Dec,Creator > Creator 3-in-1,0.5961
31060,Airshow Aces,2016,246,0,57.96,0,4.5,20.005,40.31,17-Nov,Creator > Creator 3-in-1,0.69548
41065,Rapunzel's Best Day Ever,2016,145,1,64.4,1,4.7,19.78,49.26,17-Nov,Disney Princess,0.76491
41066,Anna & Kristoff's Sleigh Adventure,2016,174,2,80.52,1,4.4,28.875,48.0,17-Dec,Disney > Frozen,0.59613
41067,Belle's Enchanted Castle,2016,374,0,161.07,0,4.6,49.01,102.7,17-Dec,Disney Princess,0.63761
41068,Arendelle Castle Celebration,2016,477,6,161.07,2,4.5,68.265,115.36,17-Nov,Disney > Frozen,0.71621
41110,Birthday Party,2016,191,0,57.96,0,4.4,17.875,42.16,16-Dec,Friends,0.7274
41116,Olivia's Exploration Car,2016,185,0,41.86,0,4.6,12.72,26.39,16-Nov,Friends,0.63043
41117,Pop Star TV Studio,2016,194,0,57.96,0,4.5,17.08,38.67,16-Dec,Friends,0.66718
41118,Heartlake Supermarket,2016,316,0,96.62,0,4.6,29.145,87.78,17-Nov,Friends,0.90851
41119,Heartlake Cupcake Cafe,2016,443,0,112.74,0,4.3,34.53,79.36,17-Nov,Friends,0.70392
41121,Adventure Camp Rafting,2016,320,0,80.52,0,4.5,24.56,50.2,16-Nov,Friends,0.62345
41122,Adventure Camp Tree House,2016,726,0,193.29,0,4.4,62.085,140.99,16-Nov,Friends,0.72942
41124,Heartlake Puppy Daycare,2016,286,0,80.52,0,4.6,34.645,67.51,17-Nov,Friends,0.83843
41126,Heartlake Riding Club,2016,590,0,161.07,0,4.5,56.665,129.54,17-Nov,Friends,0.80425
41128,Amusement Park Space Ride,2016,195,0,57.96,0,4.5,19.0,41.73,17-Nov,Friends,0.71998
41129,Amusement Park Hot Dog Van,2016,243,0,80.52,0,4.5,32.105,56.5,17-Nov,Friends,0.70169
41132,Heartlake Party Shop,2016,176,0,80.52,0,4.6,26.23,58.58,17-Sep,Friends,0.72752
41133,Amusement Park Bumper Cars,2016,424,0,112.74,0,4.5,34.395,63.87,17-Nov,Friends,0.56652
41134,Heartlake Performance School,2016,774,0,225.51,0,4.5,78.03,143.56,17-Dec,Friends,0.6366
41135,Livi's Pop Star House,2016,613,0,161.07,0,4.6,48.535,182.35,16-Dec,Friends,1.13212
41149,Moana's Island Adventure,2016,205,1,80.52,1,4.7,24.425,50.2,17-Dec,Disney Princess,0.62345
41150,Moana's Ocean Voyage,2016,307,2,128.85,2,4.7,36.695,66.06,19-Jan,Disney Princess,0.51269
42045,Hydroplane Racer,2016,180,0,48.3,0,4.4,16.595,36.98,17-Dec,Technic,0.76563
42047,Police Interceptor,2016,185,0,57.96,0,4.7,18.43,49.04,17-Nov,Technic,0.8461
42048,Race Kart,2016,345,0,80.52,0,4.7,30.325,55.63,17-Nov,Technic,0.69088
42049,Mine Loader,2016,476,0,96.62,0,4.5,53.28,71.66,17-Dec,Technic,0.74167
42050,Drag Racer,2016,647,0,161.07,0,4.5,71.25,155.71,17-Dec,Technic,0.96672
42053,Volvo EW160E,2016,1166,0,305.42,0,4.6,123.56,185.4,17-Oct,Technic,0.60703
42054,CLAAS XERION 5000 TRAC VC,2016,1976,0,386.61,0,4.4,144.59,290.86,18-Mar,Technic,0.75233
60101,Airport Cargo Plane,2016,157,2,57.96,0,4.7,20.085,57.54,17-Nov,City > Airport,0.99275
60102,Airport VIP Service,2016,364,4,128.85,2,4.8,46.515,110.61,17-Dec,City > Airport,0.85844
60103,Airport Air Show,2016,678,6,225.51,6,4.2,73.925,150.25,17-Nov,City > Airport,0.66627
60107,Fire Ladder Truck,2016,214,2,57.96,1,4.7,18.765,45.61,18-Dec,City > Fire,0.78692
60109,Fire Boat,2016,415,5,193.29,4,4.5,66.39,145.4,17-Dec,City > Fire,0.75224
60110,Fire Station,2016,920,6,257.73,2,4.7,107.15,204.73,18-Dec,City > Fire,0.79436
60112,Fire Engine,2016,376,3,112.74,0,4.8,40.03,87.14,16-Dec,City > Fire,0.77293
60115,4 x 4 Off Roader,2016,184,2,57.96,2,4.3,18.095,31.48,16-Nov,City > Off-Road,0.54313
60116,Ambulance Plane,2016,183,3,57.96,3,4.7,27.805,35.82,16-Nov,City > Hospital,0.61801
60117,Van & Caravan,2016,250,2,57.96,2,4.3,17.445,48.43,17-Nov,City > Traffic,0.83558
60118,Garbage Truck,2016,248,2,57.96,2,4.8,20.015,49.78,16-Nov,City,0.85887
60119,Ferry,2016,301,2,80.52,2,4.3,25.5,59.15,17-Nov,City > Harbor,0.7346
60121,Volcano Exploration Truck,2016,175,0,48.3,0,4.3,19.245,41.05,16-Aug,City,0.8499
60124,Volcano Exploration Base,2016,824,6,257.73,1,4.4,116.27,162.32,18-Jan,City,0.62981
60125,Volcano Heavy-Lift Helicopter,2016,1277,8,322.17,1,4.2,131.98,197.41,17-Aug,City,0.61275
60128,Police Pursuit,2016,184,2,57.96,1,4.4,19.73,40.79,16-Dec,City > Police,0.70376
60129,Police Patrol Boat,2016,200,4,112.74,2,4.7,48.56,100.36,18-Feb,City > Police,0.89019
60130,Prison Island,2016,754,8,225.51,3,4.8,97.06,269.38,17-Dec,City > Police,1.19454
60131,Crooks Island,2016,244,3,80.52,1,4.7,25.7,65.13,17-Jun,City > Police,0.80887
60132,Service Station,2016,515,4,229.06,4,4.2,112.375,148.71,17-Nov,City > Traffic,0.64922
60134,People Pack - Fun in the Park,2016,159,15,112.74,14,4.2,40.185,93.06,17-Nov,City,0.82544
70589,Rock Roader,2016,406,4,112.74,0,4.7,34.665,97.5,17-Nov,Ninjago,0.86482
70590,Airjitzu Battle Grounds,2016,666,5,161.07,4,4.5,52.505,108.62,17-May,Ninjago,0.67437
70591,Kryptarium Prison Breakout,2016,208,5,57.96,4,4.7,19.43,47.02,17-Nov,Ninjago,0.81125
70593,The Green NRG Dragon,2016,567,5,128.85,3,4.7,57.2,116.53,17-Nov,Ninjago,0.90438
70594,The Lighthouse Siege,2016,775,8,193.29,5,4.8,60.335,143.64,17-Nov,Ninjago,0.74313
70596,Samurai X Cave Chaos,2016,1255,8,257.73,7,4.8,99.39,180.33,17-Nov,Ninjago,0.69969
70601,Sky Shark,2016,222,2,57.96,1,4.7,17.655,50.36,17-Jul,Ninjago,0.86888
70602,Jay's Elemental Dragon,2016,350,2,80.52,2,4.9,26.485,70.59,17-May,Ninjago,0.87668
70603,Raid Zeppelin,2016,295,3,80.52,3,4.8,25.485,55.69,17-Jul,Ninjago,0.69163
70604,Tiger Widow Island,2016,450,5,128.85,3,4.8,41.65,81.32,17-Jul,Ninjago,0.63112
70605,Misfortune's Keep,2016,754,6,225.51,2,4.7,71.51,134.23,17-Aug,Ninjago,0.59523
75098,Assault on Hoth,2016,2144,15,708.81,11,4.8,239.1,431.81,17-Nov,Star Wars > Ultimate Collector Series,0.6092
75114,First Order Stormtrooper,2016,81,0,48.3,0,4.8,18.135,41.18,18-Mar,Star Wars,0.85259
75116,Finn,2016,98,0,64.4,0,4.5,18.45,35.51,18-Mar,Star Wars,0.5514
75117,Kylo Ren,2016,86,0,64.4,0,4.6,20.855,55.91,18-Aug,Star Wars,0.86817
75118,Captain Phasma,2016,82,0,64.4,0,4.6,20.555,35.62,17-Nov,Star Wars,0.55311
75119,Sergeant Jyn Erso,2016,104,0,64.4,0,4.3,19.53,40.88,18-Apr,Star Wars,0.63478
75120,K-2SO,2016,169,0,64.4,0,4.7,25.68,43.6,18-Feb,Star Wars,0.67702
75121,Imperial Death Trooper,2016,106,0,64.4,0,4.6,22.325,35.8,18-Feb,Star Wars,0.5559
75132,First Order Battle Pack,2016,88,4,38.63,2,4.6,12.33,26.68,17-Nov,Star Wars,0.69065
75133,Rebel Alliance Battle Pack,2016,101,4,38.63,4,4.7,11.625,30.55,16-Nov,Star Wars,0.79084
75134,Galactic Empire Battle Pack,2016,109,4,38.63,3,4.8,12.61,31.13,16-Nov,Star Wars,0.80585
75135,Obi-Wan's Jedi Interceptor,2016,215,2,64.4,1,4.9,23.535,54.39,16-Dec,Star Wars,0.84457
75136,Droid Escape Pod,2016,197,4,64.4,0,4.7,24.405,43.22,16-Nov,Star Wars,0.67112
75139,Battle on Takodana,2016,409,5,161.07,2,4.6,54.65,90.7,17-Dec,Star Wars,0.56311
75140,Resistance Troop Transporter,2016,646,4,193.29,4,4.7,70.355,113.54,16-Dec,Star Wars,0.58741
75141,Kanan's Speeder Bike,2016,234,3,64.4,0,4.8,20.985,39.79,17-May,Star Wars,0.61786
75142,Homing Spider Droid,2016,310,4,112.74,1,4.8,34.445,80.87,17-Jun,Star Wars,0.71731
75145,Eclipse Fighter,2016,363,2,112.74,1,4.7,33.685,56.01,17-Nov,Star Wars,0.49681
75147,StarScavenger,2016,558,4,161.07,3,4.7,52.32,85.61,17-Dec,Star Wars,0.53151
75148,Encounter on Jakku,2016,530,4,161.07,2,4.5,52.07,88.44,18-Mar,Star Wars,0.54908
75149,Resistance X-Wing Fighter,2016,742,4,257.73,1,4.7,98.14,136.66,17-Dec,Star Wars,0.53024
75150,Vader's TIE Advanced vs. A-Wing Starfighter,2016,702,4,257.73,3,4.7,79.545,147.44,16-Dec,Star Wars,0.57207
75152,Imperial Assault Hovertank,2016,385,3,96.62,2,4.8,28.085,54.24,17-Nov,Star Wars,0.56137
75153,AT-ST Walker,2016,449,3,128.85,3,4.7,37.75,74.72,17-Nov,Star Wars,0.5799
75154,TIE Striker,2016,543,4,193.29,2,4.4,85.02,105.41,18-Feb,Star Wars,0.54535
75155,Rebel U-Wing Fighter,2016,659,5,225.51,4,4.9,72.82,115.92,18-Jul,Star Wars,0.51403
75156,Krennic's Imperial Shuttle,2016,863,6,257.73,6,4.7,81.27,141.6,18-Aug,Star Wars,0.54941
75157,Captain Rex's AT-TE,2016,972,5,322.17,4,4.8,104.48,181.57,17-Nov,Star Wars,0.56358
75159,Death Star,2016,4024,27,1320.99,8,4.9,488.71,1603.57,20-Nov,Star Wars > Ultimate Collector Series,1.21392
75870,Chevrolet Corvette Z06,2016,176,1,41.86,1,4.9,17.54,56.32,17-Dec,Speed Champions,1.34544
75871,Ford Mustang GT,2016,188,1,41.86,1,4.9,16.755,44.51,17-Dec,Speed Champions,1.06331
75872,Audi R18 e-tron quattro,2016,169,1,41.86,1,4.7,14.465,47.95,18-Jan,Speed Champions,1.14548
75874,Chevrolet Camaro Drag Race,2016,448,3,96.62,3,4.7,30.49,93.66,17-Dec,Speed Champions,0.96936
75875,Ford F-150 Raptor & Ford Model A Hot Rod,2016,672,4,128.85,4,4.9,42.345,114.64,17-Dec,Speed Champions,0.88972
75876,Porsche 919 Hybrid and 917K Pit Lane,2016,743,5,225.51,5,4.7,71.91,132.07,17-Dec,Speed Champions,0.58565
76045,Kryptonite Interception,2016,307,3,96.62,2,4.8,35.985,54.66,17-Dec,Super Heroes DC > Justice League,0.56572
76050,Crossbones' Hazard Heist,2016,180,3,64.4,2,4.4,19.89,37.97,17-Feb,Super Heroes Marvel,0.5896
76051,Super Hero Airport Battle,2016,808,7,225.51,5,4.7,102.315,179.16,17-Dec,Super Heroes Marvel,0.79447
76053,Batman: Gotham City Cycle Chase,2016,224,3,64.4,2,4.3,23.725,38.93,17-Nov,Super Heroes DC > Batman,0.6045
76054,Batman: Scarecrow Harvest of Fear,2016,564,5,193.29,5,4.4,53.22,99.56,18-Mar,Super Heroes DC > Batman,0.51508
76055,Batman: Killer Croc Sewer Smash,2016,760,5,225.51,4,4.5,71.815,127.72,18-Mar,Super Heroes DC > Batman,0.56636
76057,Spider-Man: Web Warriors Ultimate Bridge Battle,2016,1093,7,322.17,5,4.8,116.05,176.82,17-Dec,Super Heroes Marvel > Spider-Man,0.54884
76058,Spider-Man: Ghost Rider Team-up,2016,218,3,64.4,2,4.8,18.445,40.37,17-Nov,Super Heroes Marvel > Spider-Man,0.62686
76059,Spider-Man: Doc Ock's Tentacle Trap,2016,447,5,144.96,4,4.5,44.33,77.08,17-Nov,Super Heroes Marvel > Spider-Man,0.53173
76060,Doctor Strange's Sanctum Sanctorum,2016,359,3,96.62,3,4.9,30.345,65.41,17-Jun,Super Heroes Marvel,0.67698
